expense_id,expense_type,amount,related_entity,date,receipt_available,cost_center,fiscal_period
ACC_034f3144,loyer,26.89,ENT_78f4c277,2022-04-02,True,siège,2015-Q1
ACC_35fc1ebd,loyer,10.0,MAG_75b7de3c,2021-03-13,False,entrepot,2018-Q1
ACC_af9b26f7,autre,10.0,ENT_30815053,2025-12-16,True,magasin,2025-Q2
ACC_811d8b13,autre,10.0,ENT_3e0ff858,2016-09-27,True,siège,2024-Q4
ACC_52d26dff,énergie,14.32,,2019-03-18,True,magasin,2020-Q4
ACC_86f15916,maintenance,21.66,ENT_e8dcc426,2019-05-16,True,magasin,2018-Q3
ACC_8cb6a675,investissement,378.75,ENT_08ef4503,2022-09-28,False,magasin,2021-Q2
ACC_3c42db91,autre,42.12,MAG_294a2dc3,2015-09-22,True,magasin,2015-Q2
ACC_9f595b3c,logistique,10.0,,2022-07-09,True,entrepot,2017-Q4
ACC_9c657e73,salaires,10.0,,2023-02-06,True,entrepot,2015-Q3
ACC_9ce30efc,loyer,54.87,MAG_14cf75aa,2023-03-21,True,entrepot,2021-Q1
ACC_d64655ea,logistique,42.31,ENT_4ecf6e0c,2020-09-20,True,logistique,2018-Q4
ACC_5b7ce87e,énergie,425.76,,2023-06-25,True,magasin,2019-Q1
ACC_ee4a2590,salaires,82.87,,2021-08-03,True,logistique,2024-Q2
ACC_cebfeb76,salaires,426.47,ENT_82d673a9,2020-04-11,True,magasin,2018-Q1
ACC_0ca9d273,loyer,10.0,MAG_3da65a60,2023-07-12,True,logistique,
ACC_47c75ca9,loyer,10.0,ENT_56ac61c1,2025-11-03,True,entrepot,2018-Q3
ACC_8fadb751,loyer,203.7,ENT_85fa34d7,2019-04-22,True,siège,2023-Q2
ACC_1d95fad1,salaires,254.41,,2023-06-21,True,entrepot,2024-Q3
ACC_98204ab2,salaires,21.53,,2017-09-06,False,magasin,2024-Q1
ACC_dec2ba01,logistique,10.0,ENT_dd2cac61,2023-01-27,False,magasin,2022-Q4
ACC_36e92616,loyer,21.6,,2024-10-20,True,siège,2023-Q3
ACC_175bc909,loyer,10.0,MAG_8598d5b3,2019-06-12,True,logistique,2015-Q2
ACC_76d85d4b,logistique,627.97,,2019-11-14,True,logistique,2019-Q4
ACC_0d5f84d4,loyer,22.72,,2024-11-25,True,magasin,2017-Q4
ACC_4ed13d29,loyer,10.0,MAG_4d295f2c,2021-11-18,True,magasin,2024-Q2
ACC_929d9e71,extra,25.15,,2021-06-24,True,logistique,2017-Q2
ACC_8142cc80,maintenance,12.81,,2024-06-08,True,siège,2019-Q4
BADID,salaires,154.66,,2017-03-30,True,siège,
ACC_768f0ea9,investissement,10.0,ENT_b227cad8,2016-08-29,False,magasin,2017-Q3
ACC_2b2387f3,logistique,3589.52,ENT_4b6b89d4,2023-06-09,True,entrepot,2015-Q3
ACC_d7b20fec,logistique,558.7,,2021-02-03,False,magasin,2021-Q4
ACC_24944a5c,énergie,41.26,,2025-10-21,True,magasin,2025-Q2
ACC_60ab60a2,loyer,10.53,,2015-08-31,False,magasin,2025-Q1
ACC_ab71500e,logistique,116.03,,2016-08-21,True,entrepot,2016-Q1
ACC_9c1f0e0b,salaires,67.96,ENT_410edce4,2016-09-01,True,magasin,2020-Q2
ACC_085a9bf5,investissement,10.0,MAG_043a7314,2015-06-19,True,magasin,2023-Q1
ACC_fdf0f99f,salaires,13.55,,2017-02-16,True,logistique,2019-Q4
ACC_afd731b9,logistique,57.37,ENT_a3e4a75e,2021-12-09,False,siège,2018-Q2
ACC_96ffd27a,maintenance,75.53,,2025-07-12,True,magasin,2025-Q3
ACC_9235a755,maintenance,10.0,,2022-12-07,True,siège,2023-Q2
BADID,loyer,46.29,,2021-01-08,True,siège,2019-Q2
ACC_e97c4125,énergie,10.0,,2015-10-17,True,logistique,2022-Q4
ACC_b7cba1c6,N/A,10.0,,2020-06-11,True,magasin,
ACC_e5837397,loyer,35.39,ENT_473872b7,2021-09-06,False,siège,
ACC_266ac4fa,investissement,10.0,ENT_094f8d89,2018-01-25,False,entrepot,2025-Q2
ACC_571942bc,loyer,19.91,,2025-11-13,True,entrepot,2017-Q4
ACC_e0652fa7,loyer,17.08,,2020-12-30,False,entrepot,2019-Q4
ACC_d61ce66d,salaires,24.58,MAG_5df8f25a,2021-07-28,True,magasin,2023-Q3
ACC_73ccbc7b,autre,37.66,,2020-08-28,True,magasin,2022-Q4
ACC_8c9a4d19,maintenance,1778.73,,2022-02-15,False,magasin,2023-Q4
ACC_96edbcd1,inconnu,158.0,ENT_563cbcfd,2022-08-08,True,logistique,2018-Q4
ACC_520b7b0e,salaires,10.0,,2022-12-15,False,entrepot,2015-Q3
ACC_0f976b71,salaires,44.94,,2024-03-31,True,magasin,2023-Q4
ACC_18f32c8c,logistique,40.02,MAG_024d1d7c,2025-05-23,False,entrepot,2025-Q4
ACC_62cd83ba,investissement,1188.73,MAG_0c90deab,2019-10-31,False,magasin,2018-Q4
ACC_83d4b353,investissement,1366.47,,2015-02-18,True,entrepot,2019-Q2
ACC_6cc06103,loyer,18.45,ENT_4e859b3b,2024-01-07,True,entrepot,2017-Q4
ACC_75c6a940,autre,90.35,,2024-04-20,True,siège,2016-Q3
ACC_cd48e8b7,investissement,10.0,,2017-08-25,True,magasin,2023-Q2
ACC_fb7e7eff,loyer,132.79,,2016-01-13,True,siège,2020-Q3
ACC_8475611d,investissement,56.1,ENT_48ba9a4f,2015-05-16,True,magasin,2017-Q2
ACC_1a0bbedc,salaires,282.38,,2023-09-04,True,magasin,2022-Q2
ACC_cf6c175b,énergie,10.0,ENT_f327eff5,2015-08-21,True,entrepot,2015-Q3
ACC_fd0b91d9,loyer,126.31,MAG_f2625399,2018-04-11,False,siège,2017-Q4
ACC_efa0dac8,investissement,10.0,ENT_1dadabe0,2021-10-09,False,logistique,2025-Q2
ACC_9b949740,loyer,61.03,ENT_e3b378f2,2021-05-01,True,entrepot,2019-Q2
ACC_a68a4da0,logistique,2416.71,MAG_40322b75,2022-02-15,True,siège,2017-Q3
ACC_0c0b8e73,logistique,28.2,ENT_063c4c02,2023-10-20,True,magasin,2019-Q1
ACC_8082ff50,Narnia,803.72,,2019-06-14,False,logistique,2020-Q4
ACC_122a429d,logistique,418.58,,2022-06-12,True,logistique,2023-Q3
ACC_a80a8a9b,salaires,10.01,MAG_1d5657a8,2016-07-29,False,magasin,2022-Q4
ACC_2a344f7e,maintenance,12.94,MAG_e74f500f,2019-12-08,False,magasin,2022-Q4
ACC_15588c0e,taxe_carbone,33.74,MAG_80a13c96,2016-06-13,True,entrepot,2025-Q4
ACC_dbbdd6ff,énergie,11.79,ENT_e29e1c11,2020-04-27,True,magasin,2016-Q2
ACC_2f92dd84,salaires,11.95,MAG_bbb42d8b,2021-12-11,True,logistique,2024-Q2
ACC_e0739091,salaires,10.0,MAG_3101d6b0,2015-08-14,True,entrepot,2018-Q3
BADID,logistique,10.0,MAG_2a758556,2022-01-10,True,siège,2021-Q3
BADID,énergie,10.0,MAG_aeb072f0,2025-02-18,True,entrepot,2025-Q1
ACC_027ac227,logistique,485.77,ENT_61aede0c,2021-10-13,True,magasin,2024-Q4
ACC_e9d57fc3,logistique,105.62,MAG_1e547a3f,2023-08-31,True,magasin,2015-Q2
ACC_dd4d9e9a,salaires,1809.59,,2023-02-25,False,magasin,2022-Q3
ACC_a5a6edcf,maintenance,280.49,ENT_0f1fb5cf,2016-09-19,True,magasin,2020-Q3
ACC_28ebbf8c,énergie,10.0,MAG_3367ce65,2021-10-15,True,magasin,2021-Q2
ACC_478a4b1c,maintenance,247.97,MAG_306d2823,2015-04-18,True,entrepot,2024-Q3
ACC_7df33bd9,salaires,126.18,MAG_ce600326,2025-06-09,False,magasin,2025-Q1
ACC_ec64bd0d,investissement,10.0,,2025-06-19,True,magasin,2024-Q3
ACC_3068d75a,salaires,10.0,,2024-12-01,True,entrepot,2024-Q2
ACC_485dda66,maintenance,33.22,MAG_2cce0b8e,2022-01-06,True,entrepot,2018-Q2
ACC_cbc155b4,investissement,10.0,ENT_693c9524,2024-04-06,True,magasin,2023-Q1
ACC_d5b41b73,investissement,76.33,,2021-10-18,True,siège,2017-Q1
ACC_27e79b3b,salaires,10.56,ENT_4bc27e46,2024-07-07,True,siège,2021-Q2
ACC_ab23cb31,salaires,148.13,MAG_f028cad5,2020-02-02,True,logistique,2023-Q1
ACC_ae9d2d27,loyer,10.0,MAG_de0a1976,2025-08-25,True,logistique,2019-Q1
ACC_b44bcf13,autre,10.0,ENT_856bae7b,2020-12-02,True,siège,2015-Q1
ACC_f7f0c3f2,salaires,13.81,,2018-01-02,False,magasin,2017-Q3
ACC_d955c33b,loyer,11.23,ENT_56b303ff,2015-12-25,True,siège,2017-Q3
ACC_042b31dd,investissement,10.0,,2020-05-01,True,entrepot,2019-Q3
ACC_972add43,loyer,-431.59,,2018-08-05,True,Narnia,
ACC_e546251d,logistique,10.0,,2020-11-02,True,entrepot,2023-Q2
ACC_8ee7f950,autre,10.0,ENT_dddf8747,2021-01-22,True,magasin,2019-Q1
ACC_cf908332,salaires,51.48,,2017-11-25,True,entrepot,2022-Q4
ACC_4f253c5f,maintenance,17.41,,2020-02-21,True,logistique,2015-Q2
ACC_88464eda,salaires,10.0,MAG_c2eb9401,2022-06-25,True,magasin,2022-Q4
BADID,N/A,488.92,,2019-05-11,True,N/A,2016-Q3
ACC_1de5f9c6,maintenance,195.55,,2022-12-31,True,magasin,2017-Q3
ACC_fa3cf56a,énergie,10.0,ENT_c51e8664,2023-12-30,True,logistique,2017-Q4
ACC_48e8c471,inconnu,10.0,,2023-10-15,True,entrepot,
ACC_e65f12f4,loyer,37.81,,2016-10-17,True,logistique,2023-Q2
ACC_4e4fa331,autre,13.05,ENT_9bb91564,2024-12-10,True,siège,2022-Q2
ACC_9a66fe10,énergie,10.0,ENT_0a5877f2,2021-09-28,True,magasin,2019-Q1
ACC_9db60346,loyer,40.38,,2025-03-14,True,magasin,2020-Q2
ACC_f9e04a14,loyer,10.0,ENT_9f9c5dd9,2016-03-08,True,entrepot,2021-Q3
ACC_ee36a1f2,énergie,10.0,ENT_30bcb324,2021-12-29,True,entrepot,2019-Q1
ACC_cf0cc5ad,énergie,10.0,MAG_a4383326,2018-07-13,False,entrepot,2021-Q2
ACC_655e0a46,énergie,48.92,,2020-05-17,True,magasin,2021-Q4
ACC_a52fcc5c,énergie,10.0,,2025-03-28,True,magasin,
ACC_070ee560,N/A,40.36,ENT_3f0844a8,2020-12-17,False,Narnia,2020-Q2
ACC_cb620a06,investissement,2161.16,,2025-08-08,False,magasin,2019-Q4
ACC_b6616e7d,investissement,10.0,,2025-10-06,True,entrepot,2024-Q4
ACC_375b29fa,salaires,10.0,,2019-04-30,True,magasin,2022-Q1
ACC_3cf17e4e,salaires,14.28,ENT_f0917157,2017-02-15,True,magasin,2019-Q3
ACC_e8b9618c,inconnu,-200.2,,2023-09-05,True,siège,2015-Q1
ACC_e3f12d5a,maintenance,29.17,,2015-01-18,False,siège,2023-Q3
ACC_b7eed7ff,salaires,26.89,,2019-06-04,False,magasin,2025-Q4
ACC_e07641b2,investissement,259.85,,2022-10-17,True,siège,2023-Q1
ACC_559ee1e8,maintenance,10.0,MAG_8dd9a56d,2017-08-08,True,entrepot,2017-Q3
ACC_fcad1af0,salaires,10.0,,2024-01-29,True,logistique,2023-Q2
ACC_a1e7ebcd,logistique,2537.83,,2024-11-03,True,entrepot,
ACC_4aa6d64c,loyer,10.0,ENT_63c16228,2025-03-12,True,logistique,2018-Q4
ACC_ae5a7c80,salaires,6023.54,ENT_ef931408,2017-09-07,True,siège,2018-Q1
ACC_1d3c4c5c,énergie,10.0,ENT_a39b5728,2019-08-31,True,magasin,2022-Q4
ACC_e6920947,salaires,15.33,,2017-11-14,False,extra,2022-Q1
ACC_26f99365,énergie,36.08,ENT_9ea17993,2015-02-05,False,magasin,2022-Q1
ACC_257c1e13,énergie,140.77,MAG_c11d31b6,2022-05-22,False,logistique,2023-Q3
ACC_d236a6d4,salaires,10.0,MAG_ae0d010b,2025-05-31,False,magasin,2023-Q4
ACC_51cc5e9d,investissement,90.25,ENT_f7630a5b,2019-03-22,False,magasin,2018-Q1
ACC_dab3a326,maintenance,10.0,ENT_f108ab05,2018-02-28,False,magasin,2025-Q2
ACC_5469f509,investissement,25.38,ENT_70a2e623,2021-03-06,False,entrepot,2015-Q2
BADID,loyer,-403.48,MAG_48dcf3ed,2019-05-21,True,magasin,2018-Q2
ACC_464d03e5,loyer,16.52,,2019-03-30,True,magasin,2021-Q2
ACC_08402300,investissement,13045.8,MAG_68946024,2019-01-02,True,magasin,2022-Q1
ACC_7e2db49c,autre,10.0,ENT_c927a3bc,2018-01-14,True,siège,2016-Q1
ACC_bca717a2,investissement,1436.05,ENT_01f31606,2015-10-13,True,magasin,2015-Q4
ACC_e2226ed9,salaires,20.61,,2018-08-06,True,logistique,2015-Q3
ACC_2638f77c,loyer,10.0,,2018-11-09,True,magasin,2019-Q4
ACC_0e1ecb84,salaires,10.0,,2022-07-16,True,entrepot,2018-Q1
ACC_5c67d345,salaires,10.0,ENT_52a26095,2023-01-28,False,siège,2025-Q2
BADID,logistique,558.37,,2024-01-10,True,inconnu,2015-Q2
ACC_be2aac6a,maintenance,13.22,ENT_ec54190f,2023-12-16,False,magasin,2023-Q4
ACC_6351c2f3,salaires,10.0,ENT_fba61fad,2019-09-03,True,magasin,2024-Q3
ACC_bad14399,énergie,144.07,MAG_4288e9c5,2017-01-09,True,magasin,2022-Q1
ACC_a301ef2d,loyer,70.73,,2016-12-07,True,entrepot,2017-Q1
ACC_eb6c843e,maintenance,82.95,MAG_4f70bdf1,2016-02-25,False,magasin,2024-Q1
ACC_3cd9ab63,salaires,37.33,MAG_62e6f62a,2021-12-23,True,entrepot,2017-Q3
ACC_f9e6b5d6,salaires,26.1,,2025-11-18,True,entrepot,2018-Q3
ACC_53cf9552,maintenance,62.87,ENT_6e6e1063,2020-10-23,False,entrepot,2015-Q3
ACC_ada039ef,salaires,711.5,,2025-11-30,True,magasin,2015-Q2
ACC_87dbd293,énergie,40.07,,2020-09-28,True,entrepot,2015-Q3
ACC_e16cea13,loyer,847.87,,2025-10-28,True,siège,2015-Q2
ACC_9ab673ec,énergie,10.0,,2025-04-08,True,siège,2017-Q2
ACC_9620b195,énergie,63.6,MAG_621012aa,2024-09-05,False,magasin,2021-Q1
ACC_7d997427,maintenance,142.74,,2021-04-09,True,magasin,2020-Q2
ACC_8c8b04af,maintenance,55.26,,2021-03-19,True,magasin,2018-Q3
ACC_039909f2,salaires,54.41,,2025-02-15,True,magasin,2023-Q1
ACC_69787e13,salaires,29.02,ENT_2fad9470,2016-08-16,False,magasin,2022-Q1
ACC_3fe4b596,loyer,79.98,ENT_e720dfc8,2025-02-12,True,siège,2021-Q1
ACC_245b7edd,énergie,32.67,ENT_38d71fdd,2018-06-01,False,magasin,2023-Q3
ACC_197bf756,salaires,11.52,MAG_36495438,2025-04-28,True,siège,2016-Q1
ACC_b08da7cd,salaires,10.0,MAG_442a18f6,2016-02-25,True,entrepot,2016-Q2
ACC_c524ef86,investissement,26.51,,2017-04-05,True,magasin,2024-Q2
ACC_f07d23c4,salaires,18.33,ENT_bc1c9985,2022-04-21,False,siège,2020-Q3
ACC_d11c4b0e,maintenance,929.23,ENT_21287dcb,2021-09-07,True,logistique,2019-Q4
ACC_ea9f35f1,énergie,10.0,,2015-02-23,True,logistique,2022-Q1
ACC_6747612b,loyer,42.37,,2015-11-18,True,magasin,2022-Q4
ACC_dc98e5e9,investissement,72.82,MAG_aa47cc4c,2023-04-29,True,magasin,2023-Q2
ACC_96b73476,logistique,21.61,ENT_f2cbaa06,2015-10-26,False,entrepot,2025-Q3
ACC_7e824ca0,maintenance,34.59,MAG_342f4e35,2024-09-04,True,magasin,2015-Q4
ACC_4875386b,énergie,30.78,ENT_ac68e9ef,2023-05-25,True,logistique,2023-Q2
ACC_43877b59,loyer,117.69,,2023-11-23,True,magasin,2023-Q1
ACC_1a6a4c97,autre,369.29,MAG_9740c3df,2023-07-25,True,logistique,2018-Q1
ACC_b3d03809,investissement,126.48,,2017-03-07,True,magasin,2021-Q1
ACC_5567539c,maintenance,288.63,,2025-01-22,True,magasin,2021-Q1
ACC_8ee22bdb,énergie,10.0,MAG_0a066582,2023-10-05,True,logistique,2021-Q3
ACC_5ee84afb,maintenance,10.0,,2025-01-27,True,extra,2022-Q1
ACC_486eeebb,énergie,14.84,ENT_8db45b10,2022-02-07,True,entrepot,2019-Q1
ACC_94d27745,logistique,21.1,MAG_1cb7ced4,2020-08-24,True,entrepot,2023-Q3
ACC_ae685740,énergie,10.0,,2023-12-15,False,magasin,2022-Q1
ACC_da60e7ca,taxe_carbone,40.82,MAG_633c16b4,2025-11-10,True,logistique,2018-Q3
ACC_ad74aad7,énergie,41.1,ENT_edc3e2d6,2022-07-13,True,entrepot,2017-Q2
ACC_a33e5455,énergie,22.35,MAG_13e23823,2016-04-25,True,siège,2023-Q4
ACC_04633ea6,investissement,10.0,MAG_36a8be96,2022-08-09,False,magasin,2024-Q2
ACC_0bb8c287,investissement,17.5,ENT_3592b4fc,2025-06-18,True,magasin,2025-Q4
ACC_29a9caed,logistique,89.09,,2019-10-13,True,siège,2015-Q3
ACC_76577128,loyer,198.63,,2020-07-10,False,entrepot,2021-Q2
ACC_b8f92066,loyer,24.93,MAG_1e0645ca,2015-05-01,True,entrepot,2025-Q1
ACC_4bc89a1b,loyer,93.15,ENT_1ff6c025,2024-03-18,True,entrepot,2016-Q1
ACC_bd914f51,investissement,180.92,MAG_b40e9ab0,2019-06-11,True,magasin,2023-Q4
ACC_2f4a4b47,loyer,16.18,ENT_0acc2ad1,2018-05-09,True,entrepot,2024-Q1
ACC_77dc0014,extra,-490.76,ENT_8764a3c4,2022-01-02,True,magasin,2021-Q2
ACC_ba9ca663,salaires,35.07,MAG_a5c2c364,2025-11-23,False,entrepot,2018-Q1
ACC_d6fd824f,loyer,12.08,,2018-06-06,True,logistique,2018-Q2
ACC_cb466827,énergie,109.64,ENT_ab8c93e5,2019-03-19,True,magasin,2025-Q2
ACC_6a89b4d2,autre,10.0,,2018-01-27,True,magasin,2024-Q3
ACC_23235b41,salaires,1431.59,,2024-12-05,True,siège,2015-Q1
ACC_71b053c4,autre,10.0,,2022-07-22,True,logistique,2021-Q1
ACC_b12b4727,salaires,10.0,ENT_fa61d420,2022-12-19,True,logistique,2024-Q3
ACC_d96c8428,énergie,31.76,,2022-08-10,False,magasin,2023-Q2
ACC_632c616d,salaires,171.04,,2024-07-31,True,entrepot,2016-Q4
ACC_831552db,énergie,54.97,MAG_81683f2f,2022-05-11,True,siège,2021-Q2
ACC_062ae23b,énergie,34.17,,2022-01-15,True,logistique,2021-Q2
ACC_78d9983e,taxe_carbone,373.28,,2024-10-04,True,entrepot,2019-Q4
ACC_ae14d448,loyer,10.0,MAG_771dafb6,2020-07-30,True,magasin,2018-Q2
ACC_d0ae920f,logistique,31.46,ENT_40d3b95c,2023-12-28,True,Narnia,2020-Q2
ACC_52655fed,énergie,17.55,,2017-04-05,False,magasin,2015-Q3
ACC_96887321,loyer,62.99,,2025-06-07,True,magasin,2018-Q4
ACC_c4ba4d04,loyer,12.22,,2019-01-05,True,entrepot,2015-Q3
ACC_1a3feb09,loyer,446.47,,2025-08-26,False,entrepot,2017-Q1
BADID,loyer,28.66,ENT_01489d97,2025-04-16,True,inconnu,2020-Q4
ACC_d11b9144,salaires,10.0,MAG_0c04078e,2022-06-17,False,entrepot,2022-Q4
ACC_4359bde1,loyer,104.44,,2023-03-17,True,siège,2017-Q4
ACC_9ae9bea1,autre,1652.85,,2016-01-21,True,siège,2019-Q4
ACC_00c80740,logistique,36.31,,2015-01-15,True,siège,2017-Q4
ACC_88147dbf,autre,396.91,MAG_bfc07f51,2019-12-02,True,magasin,2017-Q1
ACC_8fb26ba9,taxe_carbone,26.69,MAG_14727071,2025-11-29,False,entrepot,2016-Q3
ACC_0a7abe90,énergie,19.21,,2015-01-26,False,entrepot,2018-Q3
ACC_2647120a,loyer,-450.42,MAG_5899e62b,2024-08-07,True,magasin,2020-Q1
ACC_7989f85b,maintenance,10.0,,2017-10-02,True,siège,2017-Q4
ACC_34ccdc67,logistique,10.0,ENT_8ee2ed06,2020-02-26,True,magasin,2021-Q4
ACC_c98cfab2,logistique,11.33,ENT_35c8439e,2023-12-06,True,magasin,2021-Q4
ACC_90314929,loyer,22.27,ENT_c6c45ef3,2018-08-12,True,entrepot,2021-Q1
ACC_ddf7af5e,salaires,10.0,ENT_5b07c2b4,2023-06-06,True,siège,2022-Q3
ACC_3d04b740,investissement,-14.09,MAG_32fbecfe,2015-05-14,True,inconnu,2018-Q4
ACC_b3de5434,salaires,10.0,MAG_472131c7,2020-01-07,True,magasin,2022-Q4
ACC_53eff89b,salaires,10.0,ENT_51cc362d,2021-10-21,True,magasin,2017-Q4
ACC_29305976,maintenance,114.28,MAG_f4f62fd6,2020-06-19,True,magasin,2015-Q3
ACC_eb4cf6de,loyer,10.0,,2022-02-07,True,entrepot,2022-Q1
ACC_f5d4ad2b,investissement,10.0,MAG_1a14d884,2018-05-08,False,magasin,2025-Q1
ACC_542f1724,extra,97.16,ENT_83b92101,2025-08-09,True,Narnia,2018-Q4
ACC_74b5b987,énergie,55.38,,2022-10-27,True,magasin,2016-Q2
ACC_7b5c4f7a,maintenance,801.82,,2016-02-22,True,magasin,2021-Q2
ACC_1c989e07,maintenance,24.68,,2025-10-05,True,entrepot,2019-Q1
ACC_ca81aeca,salaires,89.83,ENT_a1f0d4f1,2019-06-24,True,magasin,2017-Q3
BADID,Narnia,47.13,,2020-06-22,False,siège,2019-Q1
ACC_9fae3fd7,taxe_carbone,38.11,MAG_464da5a1,2015-08-07,False,magasin,2016-Q3
BADID,loyer,10.0,ENT_e68b463d,2017-02-07,True,entrepot,2019-Q2
ACC_c707d212,logistique,10.0,ENT_eb68ac43,2021-01-10,True,siège,2018-Q1
BADID,loyer,-88.44,,2015-04-15,True,magasin,2016-Q2
ACC_023759d3,taxe_carbone,43.66,ENT_b0245f15,2018-04-14,True,entrepot,2020-Q2
ACC_d88496ce,logistique,23.31,,2022-11-04,True,logistique,2022-Q2
ACC_2d6e7878,investissement,109.2,MAG_a9200702,2019-10-31,True,magasin,2025-Q3
ACC_ff23a21b,énergie,2429.39,ENT_f029bb8d,2017-03-12,True,logistique,2025-Q2
ACC_7115b679,salaires,67.57,ENT_dd8c5771,2015-09-20,True,entrepot,2020-Q1
ACC_b5003dfe,loyer,10.0,MAG_0224bafb,2019-01-31,True,logistique,2016-Q3
BADID,salaires,-35.64,MAG_55defe86,2024-08-22,True,magasin,
ACC_2065cb87,loyer,302.61,,2021-07-02,True,siège,2019-Q1
ACC_8be11730,maintenance,11.59,,2015-02-18,False,magasin,2022-Q4
ACC_ea2a67f5,énergie,10.0,,2019-03-31,True,siège,2022-Q1
ACC_cff3759b,maintenance,252.02,MAG_2a100add,2019-07-21,False,entrepot,2017-Q3
ACC_83d25ae0,énergie,10.0,,2017-03-15,True,siège,2019-Q3
ACC_6e862407,salaires,27.7,MAG_7f7d611f,2019-09-28,True,magasin,2018-Q2
ACC_8c8ea2f2,investissement,30.0,ENT_1360db9c,2020-01-26,True,magasin,2021-Q2
ACC_0e9e7c0b,salaires,86.26,,2017-07-24,True,entrepot,2025-Q3
ACC_665222a9,salaires,19.32,,2017-07-06,True,magasin,2019-Q4
ACC_bda8f88f,investissement,10.0,,2019-07-23,True,siège,2016-Q3
ACC_d4322f3d,loyer,45.37,MAG_62d22804,2019-07-17,True,magasin,2021-Q4
ACC_047ac5c3,énergie,97.86,ENT_1a8579af,2020-03-22,True,entrepot,2017-Q3
ACC_582dc6df,salaires,-473.31,ENT_49f2f6df,2015-10-06,True,siège,2021-Q3
ACC_cc3cfe31,N/A,-218.93,,2023-10-12,False,Narnia,2021-Q3
ACC_7b80e609,maintenance,10.46,,2025-06-03,True,logistique,2017-Q2
ACC_099aae79,loyer,45.33,ENT_db0bd00f,2021-04-16,True,logistique,2024-Q3
ACC_90cbe78b,énergie,10.0,MAG_caaf653d,2025-12-11,True,siège,2023-Q3
ACC_a09e0fce,salaires,10.0,,2020-10-31,True,entrepot,2022-Q1
ACC_47899c3f,logistique,100.54,,2021-03-09,True,magasin,2022-Q3
ACC_36f843c2,salaires,53.9,,2020-11-17,False,entrepot,2018-Q4
ACC_c0a5c585,énergie,10.0,ENT_0ce36dad,2016-01-22,True,magasin,2024-Q4
ACC_21fdbc23,investissement,58.77,ENT_3c48ea5f,2018-05-25,True,logistique,2024-Q3
ACC_9986ab48,inconnu,-10.61,,2017-05-29,False,entrepot,2023-Q2
ACC_79d78d9a,salaires,65.25,,2024-11-25,True,magasin,2015-Q4
ACC_9e6b4ac4,logistique,10.0,MAG_631fcea0,2019-01-01,True,siège,2020-Q1
ACC_5160630b,autre,491.19,,2025-10-07,True,entrepot,2017-Q3
ACC_a0f4b491,salaires,21.0,,2023-12-24,True,entrepot,2023-Q3
ACC_b95451ed,investissement,367.38,,2016-08-02,True,magasin,2015-Q4
ACC_e0090076,Narnia,52.99,ENT_5b71e584,2025-08-12,False,inconnu,
ACC_1747a964,énergie,10.0,ENT_8d2ade2e,2024-09-09,True,magasin,2022-Q4
ACC_ebc1f860,logistique,50.31,MAG_929baf2a,2016-08-26,False,entrepot,2016-Q1
ACC_20aba154,salaires,97.83,,2024-04-14,True,entrepot,2023-Q1
ACC_d85e2c2e,taxe_carbone,10.0,ENT_029bf970,2020-04-10,False,magasin,2015-Q2
ACC_dedbc69b,énergie,122.73,ENT_52b20276,2017-02-08,True,logistique,2021-Q3
ACC_c038fe95,maintenance,141.85,ENT_576ea4fd,2018-08-28,False,logistique,2018-Q2
ACC_1c6b7400,salaires,-353.95,MAG_027fbf23,2021-02-18,True,magasin,2015-Q3
ACC_71f7dcd3,salaires,899.76,ENT_cb595215,2017-03-03,False,siège,2017-Q4
ACC_8e88ee0c,investissement,60.45,,2022-03-28,True,magasin,2022-Q1
ACC_56de217a,investissement,79.26,MAG_cb724b14,2020-06-14,True,logistique,2020-Q4
ACC_3d41788c,énergie,10.68,,2019-05-04,True,magasin,2023-Q2
ACC_4072ecb5,loyer,41.46,MAG_040c9cd9,2015-05-06,False,magasin,2024-Q4
BADID,investissement,336.47,MAG_61bf70e4,2018-10-28,False,magasin,2021-Q4
ACC_2a6e8b47,logistique,10.0,ENT_19c74850,2024-01-08,True,siège,2020-Q2
ACC_de05273a,loyer,23.36,ENT_69e9fbd7,2024-08-28,True,entrepot,2016-Q3
ACC_7eb0b2c2,salaires,10.0,ENT_80400b5b,2020-10-25,True,magasin,2016-Q1
ACC_4dfdd244,loyer,10.0,ENT_45cbe269,2015-10-02,True,magasin,2017-Q1
ACC_893b5c08,maintenance,45.18,ENT_e503742e,2021-02-22,True,magasin,2022-Q3
ACC_295b59b4,logistique,56.95,,2024-01-05,True,magasin,2023-Q1
ACC_30372a98,taxe_carbone,14.35,ENT_9907026b,2022-05-24,True,logistique,2019-Q1
ACC_c6cf81a6,salaires,10.0,,2022-02-27,True,entrepot,2015-Q3
ACC_1afb26e2,taxe_carbone,37.07,,2019-12-10,True,entrepot,2016-Q3
ACC_16398049,loyer,10.0,ENT_5e257977,2025-09-12,True,logistique,2025-Q4
ACC_4b5abf27,salaires,10.0,MAG_ec21c0cc,2022-11-06,True,magasin,2020-Q2
ACC_20a3dcaa,logistique,74.06,ENT_e527528c,2025-03-14,True,entrepot,2025-Q2
ACC_6f89c1cd,maintenance,-66.33,MAG_40621b81,2016-11-08,True,entrepot,2016-Q4
ACC_b1f2048f,salaires,3016.69,,2016-12-20,False,logistique,2024-Q1
