product_id,product_name,category,sub_category,is_fragile,volume_l,weight_kg,selling_price,purchase_cost,margin_rate,storage_cost,launch_date,expiry_date,is_new_product,supplier_id,manufacturing_origin,co2_per_kg,calculated_margin_rate,product_margin_eur,product_lifecycle_days,invalid_price_flag,high_co2_flag
PROD_6615d587,Le confort d'évoluer plus rapidement,Hygiène,Soins corps,False,4.28,2.62,6.75,3.0,0.5549,2.71,2025-10-06,2028-06-22,True,SUPP_1b4fdd9f,France,3.4,0.5555555555555556,3.75,990.0,0,0
PROD_61255443,Le droit de louer de manière efficace,Hygiène,Soins corps,False,4.05,0.63,7.29,4.59,0.3706,0.49,2019-09-25,2028-04-09,False,SUPP_9fc3bc52,France,3.23,0.3703703703703704,2.7,3119.0,0,0
BADID,L'assurance d'avancer en toute tranquilité,Alimentation,Produits laitiers,True,0.22,0.76,1.53,1.28,0.1645,1.68,2018-09-20,,False,SUPP_2104714d,Espagne,5.34,0.16339869281045752,0.25,,0,0
PROD_be8df086,La possibilité de concrétiser vos projets en toute tranquilité,Vêtements,Femme,False,2.2,0.53,24.29,9.88,0.5932,0.37,2017-10-02,2021-06-02,False,SUPP_71fe9fe0,Espagne,7.28,0.593248250308769,14.409999999999998,1339.0,0,1
PROD_65d0d725,La liberté d'atteindre vos buts autrement,Alimentation,Fruits & Légumes,True,2.51,0.29,3.23,2.49,0.2299,3.11,2018-12-21,2022-04-10,False,SUPP_d43ea441,Inde,3.86,0.22910216718266246,0.7399999999999998,1206.0,0,0
PROD_9d228d52,Le droit d'atteindre vos buts sans soucis,Maison,Mobilier,True,1.85,1.19,20.51,12.0,0.415,4.43,2021-08-14,2029-09-12,False,SUPP_19e63727,France,2.94,0.4149195514383228,8.510000000000002,2951.0,0,0
PROD_34dd1e91,Le confort d'avancer plus facilement,Maison,Mobilier,False,2.14,4.62,26.55,15.48,0.4171,3.2,2025-05-26,2030-03-14,False,SUPP_a4389d50,Turquie,1.53,0.41694915254237286,11.07,1753.0,0,0
PROD_58b6a99e,Le pouvoir d'innover à l'état pur,Vêtements,Enfant,False,0.45,1.03,24.775,15.24,0.3031,2.36,2015-01-14,2024-01-08,False,SUPP_49bdbad5,Allemagne,2.63,,9.534999999999998,3281.0,0,0
PROD_49cf28ef,Le confort de concrétiser vos projets sans soucis,Vêtements,Enfant,False,1.32,1.94,8.53,3.68,0.5691,0.66,2024-03-21,2028-07-25,False,SUPP_f090f456,Allemagne,3.73,0.5685814771395076,4.85,1587.0,0,0
BADID,L'art d'évoluer de manière efficace,Maison,Mobilier,False,3.33,7.79,43.19,15.24,-0.42,0.1,2023-06-24,2026-01-26,False,SUPP_a0ed13de,France,5.55,,27.949999999999996,947.0,0,0
PROD_926aa1e7,L'assurance de concrétiser vos projets avant-tout,Vêtements,Femme,False,0.94,0.86,13.42,7.9,0.4115,4.62,2017-02-08,2017-11-18,False,SUPP_5df504ae,Inde,3.07,0.4113263785394933,5.52,283.0,0,0
PROD_fc4d3f39,L'assurance de changer plus facilement,Vêtements,Sport,False,0.74,4.75,5.0,2.75,0.449,1.47,2015-07-07,2020-02-23,False,SUPP_a719ac3d,Inde,2.45,0.45,2.25,1692.0,0,0
PROD_8097a029,Le plaisir d'atteindre vos buts avant-tout,Maison,Jardin,False,0.39,1.13,29.98,21.17,0.2939,1.4,2021-08-30,2024-07-23,False,SUPP_69510e14,Chine,0.1,0.2938625750500333,8.809999999999999,1058.0,0,0
PROD_5bdaa904,La liberté de changer de manière efficace,Électronique,Ordinateurs,True,14.53,0.02,77.63,51.48,0.3368,1.15,2022-04-08,2030-02-24,False,SUPP_1391e881,Turquie,2.52,0.336854308901198,26.15,2879.0,0,0
PROD_dcea998f,L'avantage de concrétiser vos projets avant-tout,Électronique,Accessoires,False,3.11,0.3,15.26,10.57,0.3074,0.1,2023-04-03,2030-12-31,False,SUPP_6ecac7b1,France,1.25,0.3073394495412844,4.6899999999999995,2829.0,0,0
PROD_2336a253,L'avantage de changer de manière sûre,Hygiène,Hygiène bucco-dentaire,False,0.96,1.51,30.08,17.33,0.4238,2.51,2025-12-12,2030-12-31,True,SUPP_11e31d68,Portugal,1.55,0.42386968085106386,12.75,1845.0,0,0
PROD_97d2b1a3,L'avantage d'atteindre vos buts plus facilement,Maison,Mobilier,False,0.9,0.67,39.32,25.95,0.3401,2.48,2023-01-15,,False,SUPP_UNKNOWN,Inde,4.24,0.340030518819939,13.370000000000001,,0,0
PROD_de7db016,Le confort d'atteindre vos buts à l'état pur,Alimentation,Surgelés,True,5.92,1.88,9.57,7.18,0.2495,3.08,2020-09-10,,False,SUPP_5ecd82d7,Turquie,2.28,0.24973876698014635,2.3900000000000006,,0,0
PROD_e9994a0d,La liberté de rouler avant-tout,Alimentation,Surgelés,False,0.58,0.76,3.81,3.1,0.1871,2.73,2015-06-12,2020-11-03,False,SUPP_f18a9d54,Turquie,2.19,0.1863517060367454,0.71,1971.0,0,0
PROD_d0aa342d,Le pouvoir d'avancer autrement,Alimentation,Boissons,False,1.14,0.06,4.68,2.96,0.3682,3.68,2019-02-24,2027-12-01,False,SUPP_76b5d165,Turquie,5.66,0.3675213675213675,1.7199999999999998,3202.0,0,0
PROD_ef45ae97,La possibilité d'atteindre vos buts plus facilement,Alimentation,Produits laitiers,False,2.68,4.11,5.61,4.87,0.1312,4.23,2023-01-03,2030-12-31,False,SUPP_a1be28c3,Inde,0.82,0.13190730837789663,0.7400000000000002,2919.0,0,0
PROD_34fe6662,Le pouvoir d'avancer sans soucis,Électronique,Accessoires,False,2.69,11.46,236.65,158.7,0.3294,3.92,2022-08-05,2027-01-18,False,SUPP_ce99860d,Inde,3.43,0.329389393619269,77.95000000000002,1627.0,0,0
PROD_1e909661,Le pouvoir d'évoluer à sa source,Électronique,TV & Audio,True,1.44,3.28,37.31,28.55,0.2348,1.65,2023-03-03,2030-12-31,False,SUPP_a3512f66,Chine,1.69,0.2347896006432592,8.760000000000002,2860.0,0,0
PROD_29106720,L'avantage de louer à sa source,Électronique,Accessoires,True,0.38,1.4,52.38,38.04,0.2738,1.98,2022-04-14,2028-12-23,False,BADID,Turquie,1.1,0.27376861397479957,14.340000000000003,2445.0,0,0
PROD_c6c871b9,Le droit de concrétiser vos projets autrement,Hygiène,Soins corps,False,5.26,11.42,19.91,12.63,0.3658,2.61,2015-09-19,2021-07-04,False,SUPP_46a03c12,Chine,1.66,0.36564540431943743,7.279999999999999,2115.0,0,0
PROD_f79a0201,Le pouvoir de concrétiser vos projets à l'état pur,Électronique,TV & Audio,True,3.21,3.21,197.72,134.35,0.3205,3.06,2016-11-27,2022-10-06,False,BADID,Italie,3.98,0.320503742666397,63.370000000000005,2139.0,0,0
PROD_6e4b3fb3,,Maison,Jardin,False,2.15,1.5,15.3,15.24,0.4175,1.58,2018-04-14,2022-03-09,False,SUPP_ac3dc934,Espagne,0.43,,0.0600000000000005,1425.0,0,0
BADID,Le plaisir de louer plus facilement,Maison,Mobilier,True,0.81,2.26,27.6,18.54,0.3284,0.1,2017-05-10,2021-02-16,False,SUPP_67ecde9b,Inde,5.18,0.32826086956521744,9.060000000000002,1378.0,0,0
PROD_5d0e4de6,La liberté de louer plus rapidement,Alimentation,Fruits & Légumes,False,0.55,1.45,5.08,4.08,0.1959,2.37,2022-04-09,2028-07-18,False,SUPP_ddd01296,Italie,2.59,0.19685039370078738,1.0,2292.0,0,0
PROD_fafe8d4d,L'assurance de rouler naturellement,Hygiène,Soins corps,False,2.18,1.38,4.66,2.35,0.4965,4.28,2025-09-07,2030-12-31,False,SUPP_d9ce5751,Allemagne,1.24,0.49570815450643774,2.31,1941.0,0,0
PROD_645b70cb,L'avantage d'innover à sa source,Hygiène,Cosmétiques,False,0.35,6.07,5.75,2.85,0.5035,3.75,2019-09-29,2021-04-11,False,SUPP_1ea5ebbc,Italie,2.68,0.5043478260869565,2.9,560.0,0,0
PROD_146d8e82,Le plaisir d'évoluer de manière sûre,Hygiène,Hygiène bucco-dentaire,True,1.38,0.41,12.76,7.15,0.4393,2.54,2022-07-27,2024-08-01,False,SUPP_9e398929,Italie,4.22,0.4396551724137931,5.609999999999999,736.0,0,0
PROD_b09db851,L'avantage d'avancer naturellement,Vêtements,Sport,False,4.76,1.28,316.24,159.73,0.4949,2.6,2023-09-28,2026-04-02,False,SUPP_471ab5ca,Allemagne,3.78,0.49490892992663804,156.51000000000002,917.0,0,0
PROD_16f98d61,Le pouvoir de concrétiser vos projets naturellement,Électronique,Ordinateurs,True,2.47,2.18,256.13,217.84,0.1495,1.63,2018-11-03,2019-08-28,False,SUPP_8246bf02,Italie,0.1,0.1494943973763323,38.28999999999999,298.0,0,0
PROD_232fa0ff,L'avantage d'évoluer à la pointe,Vêtements,Femme,False,6.45,0.25,17.6,10.85,0.3834,0.18,2021-07-01,2022-07-10,False,SUPP_6f23d8c9,Espagne,2.39,0.38352272727272735,6.750000000000002,374.0,0,0
PROD_aff84d54,La possibilité d'avancer plus rapidement,Électronique,Ordinateurs,False,0.2,8.43,137.29,97.6,0.2891,2.86,2019-01-06,2024-08-30,False,SUPP_93d15c31,Portugal,3.65,0.2890960740039333,39.69,2063.0,0,0
PROD_d812024a,Le droit d'innover sans soucis,Maison,Cuisine,False,0.64,3.15,36.14,15.24,0.482,1.27,2016-10-24,,False,SUPP_f442976d,Espagne,0.3,,20.9,,0,0
PROD_7d9855a0,La possibilité de concrétiser vos projets de manière sûre,Maison,Décoration,False,4.38,1.02,43.62,26.0,0.40394314534617143,0.53,2025-12-20,2029-05-14,True,SUPP_UNKNOWN,Turquie,2.42,0.40394314534617143,17.619999999999997,1241.0,0,0
PROD_5463c06a,La liberté de louer sans soucis,Alimentation,Boissons,True,0.97,0.84,20.08,17.4,0.1335,0.76,2022-09-28,2025-01-14,False,SUPP_10bae990,Italie,5.8,0.13346613545816732,2.6799999999999997,839.0,0,0
PROD_aaefb28d,L'avantage de rouler plus rapidement,Vêtements,Femme,False,0.62,1.46,57.27,27.62,0.5178,0.1,2020-06-11,2027-06-29,False,SUPP_01d36f26,Inde,1.57,0.5177230661777545,29.650000000000002,2574.0,0,0
PROD_7f228489,La possibilité d'évoluer sans soucis,Vêtements,Sport,False,0.29,3.67,76.64,34.43,0.5507,1.96,2018-07-26,2027-03-29,False,SUPP_UNKNOWN,Turquie,2.54,0.5507567849686847,42.21,3168.0,0,0
PROD_23b91997,La liberté de rouler de manière efficace,Hygiène,Soins corps,False,0.94,0.22,17.53,11.88,0.3224,0.1,2016-07-27,2018-07-29,False,SUPP_261af11a,Allemagne,5.63,0.32230462065031373,5.65,732.0,0,0
PROD_8c6a6abf,Le plaisir d'évoluer plus facilement,Vêtements,Homme,False,0.89,1.81,29.5,12.89,0.5632,0.1,2018-01-15,2022-07-10,False,SUPP_ae6dcd1c,Portugal,4.53,0.5630508474576271,16.61,1637.0,0,0
PROD_c7bf1c12,L'assurance d'évoluer de manière efficace,Maison,Mobilier,True,1.57,2.33,29.83,19.49,0.3465,3.38,2015-12-20,2025-12-05,False,SUPP_5441b2d9,Turquie,1.5,0.3466309084813946,10.34,3638.0,0,0
PROD_f4b23f44,L'avantage de louer en toute tranquilité,,Cosmétiques,False,0.97,1.01,24.775,2.75,0.3785,1.69,2018-01-10,2022-11-23,False,SUPP_f19db8a5,Inde,4.37,,22.025,1778.0,0,0
PROD_977b70e9,L'art d'avancer de manière efficace,Hygiène,Soins corps,False,0.97,0.14,12.45,7.94,0.3619,0.22,2021-11-23,2030-12-31,False,SUPP_bea48b50,Chine,3.65,0.3622489959839357,4.509999999999999,3325.0,0,0
PROD_ff8cef2d,Le droit d'innover naturellement,Maison,Jardin,False,2.37,2.81,65.18,36.1,0.4462,2.5,2017-05-19,2018-03-08,False,BADID,Allemagne,7.05,0.44614912549861924,29.080000000000005,293.0,0,1
PROD_e4fb6d08,La possibilité de rouler plus rapidement,Alimentation,Surgelés,True,7.19,1.79,1.86,1.32,0.2922,1.6,2023-11-08,2030-05-29,False,SUPP_ca5a9878,États-Unis,4.25,0.2903225806451613,0.54,2394.0,0,0
PROD_8008e7ad,L'assurance de concrétiser vos projets à la pointe,Hygiène,Soins corps,True,2.64,1.17,8.7,5.46,0.3724,0.1,2021-10-05,2022-09-15,False,SUPP_f873b49c,Italie,0.66,0.37241379310344824,3.2399999999999993,345.0,0,0
PROD_09a63aeb,L'assurance de concrétiser vos projets plus facilement,Vêtements,Femme,True,1.01,1.43,53.19,32.31,0.3925,3.02,2016-02-15,2025-10-16,False,SUPP_de46faab,France,2.54,0.39255499153976303,20.879999999999995,3531.0,0,0
PROD_286c5081,Le droit d'atteindre vos buts à la pointe,Alimentation,Boissons,False,1.15,1.44,13.29,11.09,0.1659,2.55,2025-11-22,2030-12-31,True,SUPP_5df504ae,France,4.49,0.16553799849510906,2.1999999999999993,1865.0,0,0
PROD_f17cb82d,L'assurance d'avancer de manière sûre,Électronique,Ordinateurs,False,2.84,0.61,55.72,33.62,0.3967,1.8,2020-10-23,2023-12-20,False,SUPP_49bdbad5,Portugal,1.44,0.3966259870782484,22.1,1153.0,0,0
PROD_4ba6fa49,L'avantage d'avancer autrement,Électronique,Accessoires,True,1.72,3.43,224.54,127.61,0.4317,2.05,2025-11-01,2030-12-31,True,SUPP_9986224f,Italie,3.76,0.4316825509931415,96.92999999999999,1886.0,0,0
PROD_f5617245,La possibilité d'innover plus rapidement,Électronique,Accessoires,False,4.98,0.63,239.26,142.17,0.4058,3.05,2024-04-12,2030-12-31,False,SUPP_921700ce,Allemagne,0.1,0.40579286132241077,97.09,2454.0,0,0
PROD_eca2ae1b,Le droit d'évoluer à sa source,Hygiène,Soins cheveux,False,0.95,0.64,24.775,22.13,0.3293,0.4,2020-06-29,2026-11-24,False,SUPP_d9ce5751,Italie,0.57,,2.6449999999999996,2339.0,0,0
PROD_6a423d4d,L'assurance d'atteindre vos buts de manière efficace,Maison,Jardin,True,1.13,2.19,280.38,183.48,0.3456,0.86,2020-03-19,2025-11-30,False,SUPP_a2172c98,Italie,6.12,0.3456023967472716,96.9,2082.0,0,1
PROD_d61082b5,Le droit de rouler avant-tout,Maison,Cuisine,False,9.13,0.16,26.64,16.0,0.3994,2.28,2021-02-23,2027-11-24,False,SUPP_171b3f09,Chine,7.43,0.3993993993993994,10.64,2465.0,0,1
PROD_5c297c06,L'art de louer avant-tout,Hygiène,Cosmétiques,False,0.95,0.34,7.09,3.64,0.4872,1.98,2022-07-14,2027-10-18,False,SUPP_1d896370,Inde,6.2,0.4866008462623413,3.4499999999999997,1922.0,0,1
PROD_082d9003,,Maison,Mobilier,True,3.15,0.6,105.93,54.21,0.4882,4.19,2024-05-14,2030-12-31,False,SUPP_UNKNOWN,États-Unis,0.19,0.4882469555366752,51.720000000000006,2422.0,0,0
PROD_a7ffe951,La possibilité d'évoluer à sa source,Hygiène,Cosmétiques,False,2.18,0.35,9.91,6.13,0.3813,2.42,2020-06-12,2024-05-10,False,SUPP_30c28622,Chine,3.96,0.38143289606458125,3.7800000000000002,1428.0,0,0
PROD_7e3ace8c,Le droit de louer à l'état pur,Maison,Décoration,False,0.9,5.82,169.61,102.31,0.3968,4.59,2024-07-22,2028-03-27,False,SUPP_c9740262,Inde,2.84,0.3967926419432817,67.30000000000001,1344.0,0,0
PROD_71040ced,Le plaisir de changer plus facilement,Hygiène,Cosmétiques,False,0.26,0.45,8.93,4.7,0.4736,0.53,2023-11-30,2030-12-31,False,SUPP_fc14ed2d,France,2.88,0.47368421052631576,4.2299999999999995,2588.0,0,0
PROD_2a2632e6,La possibilité de changer de manière efficace,Narnia,Sport,False,19.66,1.78,119.85,15.24,0.3302,0.1,2023-07-19,,False,SUPP_73fb2576,Portugal,0.1,,104.61,,0,0
PROD_a300b224,L'art d'atteindre vos buts naturellement,Hygiène,Cosmétiques,True,4.87,1.02,9.68,4.47,0.5378,3.63,2025-02-23,2028-10-17,False,SUPP_UNKNOWN,Chine,3.93,0.5382231404958678,5.21,1332.0,0,0
PROD_bce4d12e,Le pouvoir d'avancer plus rapidement,Hygiène,Hygiène bucco-dentaire,False,5.47,1.12,15.55,10.84,0.3031,0.85,2024-10-02,2030-12-31,False,SUPP_52d5dcde,États-Unis,2.47,0.3028938906752412,4.710000000000001,2281.0,0,0
BADID,,Hygiène,Cosmétiques,False,1.61,4.41,28.99,10.76,0.6288375301828216,5.45,2016-03-29,2018-10-17,False,SUPP_f19db8a5,Inde,5.29,0.6288375301828216,18.229999999999997,932.0,0,0
PROD_2ee65e38,L'art d'atteindre vos buts plus facilement,Hygiène,Cosmétiques,False,0.37,7.53,45.78,26.96,0.4112,0.1,2023-12-19,2030-12-31,False,SUPP_4f9a656e,Turquie,3.41,0.4110965487112276,18.82,2569.0,0,0
PROD_3061da9c,La possibilité de rouler de manière sûre,Alimentation,Boissons,True,4.03,1.81,5.34,4.4,0.1755,3.94,2019-07-14,2028-08-22,False,SUPP_0e2ca2f0,Inde,3.95,0.17602996254681638,0.9399999999999995,3327.0,0,0
PROD_66d3c289,L'avantage d'atteindre vos buts plus rapidement,Hygiène,Soins corps,False,7.19,4.99,10.64,5.67,0.4672,4.26,2020-12-25,2025-01-11,False,SUPP_695d8df9,Espagne,3.3,0.46710526315789475,4.970000000000001,1478.0,0,0
PROD_1177af14,L'art d'évoluer avant-tout,Alimentation,Surgelés,True,3.23,0.22,5.19,4.3,0.1712,0.47,2019-08-21,2027-02-12,False,SUPP_9fef98d7,Chine,3.26,0.17148362235067446,0.8900000000000006,2732.0,0,0
PROD_4c4ce3c3,Le confort de rouler autrement,extra,Cosmétiques,False,8.99,1.96,31.07,16.88,0.4567,4.58,2019-05-28,2021-07-30,False,SUPP_e9444c70,Turquie,2.88,0.4567106533633731,14.190000000000001,794.0,0,0
PROD_0984fc7c,L'avantage de louer plus rapidement,Électronique,Ordinateurs,True,0.84,3.45,18.77,11.3,0.3978,0.1,2015-07-22,2017-12-12,False,SUPP_3718a0f4,Chine,1.26,0.39797549280767175,7.469999999999999,874.0,0,0
PROD_3b8e6ceb,L'art d'atteindre vos buts autrement,Hygiène,Soins corps,False,2.34,0.29,9.15,6.45,0.295,3.07,2025-10-22,2027-12-08,True,SUPP_UNKNOWN,États-Unis,5.27,0.29508196721311475,2.7,777.0,0,0
BADID,Le droit d'avancer en toute tranquilité,Narnia,Homme,False,1.65,18.85,27.46,15.24,0.3166,0.1,2024-01-13,2025-05-06,False,BADID,Italie,2.71,,12.22,479.0,0,0
PROD_54459c7d,La liberté d'évoluer autrement,Alimentation,Fruits & Légumes,True,2.28,27.04,3.14,2.69,0.1421,2.72,2019-12-19,2020-09-09,False,SUPP_3fb53f44,Portugal,3.19,0.14331210191082808,0.4500000000000002,265.0,0,0
PROD_fbea9ca2,Le pouvoir d'avancer plus rapidement,Électronique,Smartphones,False,0.9,1.28,28.97,19.86,0.3143,0.33,2018-12-26,2019-12-11,False,SUPP_25d7d561,Allemagne,5.09,0.3144632378322402,9.11,350.0,0,0
PROD_5ba03648,L'avantage d'innover à la pointe,Maison,Décoration,False,3.46,1.27,45.42,27.25,0.4001,1.32,2025-03-12,2025-09-26,False,SUPP_9e033579,Allemagne,0.1,0.40004403346543377,18.17,198.0,0,0
PROD_b13cf763,L'art de louer sans soucis,Maison,Cuisine,True,1.17,2.42,115.86,71.08,0.3865,1.1,2019-12-18,2027-09-12,False,SUPP_4575d5bd,Turquie,4.12,0.38650094942171587,44.78,2825.0,0,0
PROD_9740abdb,L'avantage de louer à sa source,Maison,Cuisine,False,1.96,0.39,7.39,4.94,0.3315,4.29,2025-05-25,2030-12-31,False,SUPP_aabff8ef,France,4.11,0.33152909336941805,2.4499999999999993,2046.0,0,0
PROD_28c0578b,Le plaisir d'avancer autrement,Électronique,Smartphones,True,7.27,1.3,86.64,74.99,0.1345,0.1,2020-04-20,2024-02-20,False,SUPP_fc14ed2d,Italie,3.92,0.13446445060018475,11.650000000000006,1401.0,0,0
PROD_7434a9f1,L'assurance de rouler avant-tout,Vêtements,Enfant,False,2.0,0.09,36.8,16.54,0.5505,2.47,2016-01-10,2025-12-13,False,SUPP_67ecde9b,États-Unis,1.93,0.5505434782608696,20.259999999999998,3625.0,0,0
PROD_93146998,La liberté d'évoluer en toute tranquilité,Électronique,Accessoires,True,0.14,2.19,36.97,22.52,0.3909,3.05,2020-08-28,2026-08-14,False,SUPP_0359c859,Espagne,4.84,0.39085745198809846,14.45,2177.0,0,0
PROD_971d3eb0,Le droit de louer de manière sûre,Maison,Mobilier,False,2.41,0.89,80.31,57.12,0.2887,3.98,2020-03-11,2023-11-10,False,SUPP_1ea5ebbc,Espagne,1.64,0.2887560702278671,23.190000000000005,1339.0,0,0
PROD_05506e26,L'assurance de concrétiser vos projets naturellement,Maison,Cuisine,False,10.09,1.0,73.31,44.62,0.3913,0.1,2024-04-21,2026-12-15,False,SUPP_0072e78c,Turquie,4.07,0.3913517937525577,28.690000000000005,968.0,0,0
PROD_041347a2,Le plaisir de concrétiser vos projets à sa source,Maison,Jardin,True,0.76,1.17,46.86,33.39,0.2874,1.09,2016-11-02,2026-06-25,False,SUPP_1ca021e2,Turquie,5.51,0.2874519846350832,13.469999999999999,3522.0,0,0
PROD_70c8adc6,La possibilité de louer avant-tout,Vêtements,Sport,False,0.44,2.74,24.46,11.01,0.55,3.06,2023-07-13,2030-12-18,False,SUPP_563902bd,États-Unis,1.61,0.5498773507767785,13.450000000000001,2715.0,0,0
PROD_a50c1438,Le droit de changer plus facilement,Hygiène,Soins corps,False,3.27,0.68,40.34,23.82,0.4096,1.49,2016-08-26,2023-03-15,False,SUPP_UNKNOWN,Turquie,2.16,0.4095190877540903,16.520000000000003,2392.0,0,0
PROD_fd077023,L'art d'atteindre vos buts de manière efficace,Vêtements,Enfant,False,1.16,0.95,58.83,35.28,0.4003,0.74,2016-09-25,2018-05-04,False,SUPP_77c7b5d8,Turquie,5.15,0.40030596634370214,23.549999999999997,586.0,0,0
PROD_b88780a2,La liberté d'avancer sans soucis,Alimentation,Produits laitiers,True,6.43,0.53,5.85,4.36,0.2546,2.69,2025-06-17,2030-12-31,False,SUPP_ab4ec381,Inde,6.2,0.25470085470085463,1.4899999999999993,2023.0,0,1
PROD_523b09cd,L'avantage de louer autrement,Hygiène,Soins corps,False,3.31,2.41,9.45,6.41,0.3219,0.19,2024-04-18,2030-12-31,False,SUPP_5c5a6b21,États-Unis,2.94,0.32169312169312164,3.039999999999999,2448.0,0,0
PROD_d37ee7d7,L'art d'évoluer plus facilement,Alimentation,Surgelés,True,6.74,0.38,6.69,6.15,0.0804,4.08,2021-05-22,2025-04-26,False,SUPP_6aa9da4a,Portugal,1.38,0.08071748878923767,0.54,1435.0,0,0
PROD_4a1fe2ff,L'assurance d'évoluer avant-tout,Maison,Jardin,True,15.93,2.35,209.22,162.4,0.2238,0.1,2020-03-08,2026-10-08,False,SUPP_64c179e7,Portugal,2.23,0.2237835770958799,46.81999999999999,2405.0,0,0
PROD_fafa2132,Le plaisir d'évoluer avant-tout,Maison,Mobilier,False,1.72,2.86,208.55,135.1,0.3522,1.36,2024-05-28,2030-12-31,False,SUPP_ca5a9878,Espagne,2.55,0.352193718532726,73.45000000000002,2408.0,0,0
PROD_f1fe222e,L'art d'innover à la pointe,Électronique,TV & Audio,True,2.38,0.3,14.93,9.32,0.376,0.1,2021-09-22,2027-08-29,False,SUPP_c69fbfc9,Chine,5.28,0.3757535164099129,5.609999999999999,2167.0,0,0
PROD_2d19c30d,Le droit de rouler plus facilement,Vêtements,Homme,False,0.18,0.53,24.775,6.93,0.3827,0.68,2025-05-13,2027-01-18,False,SUPP_3a818b09,Allemagne,5.25,,17.845,615.0,0,0
PROD_ae1cc51f,,Maison,Cuisine,False,27.36,0.31,22.35,14.15,0.36689038031319915,0.41,2021-07-06,2030-12-31,False,SUPP_ddd01296,Chine,4.12,0.36689038031319915,8.200000000000001,3465.0,0,0
PROD_b2540c40,Le confort de concrétiser vos projets à l'état pur,Électronique,TV & Audio,True,0.41,2.81,98.41,58.02,0.4104,1.98,2020-10-26,2023-11-14,False,SUPP_682e4115,Inde,4.47,0.41042576973884765,40.38999999999999,1114.0,0,0
PROD_a5bb96fe,L'avantage de rouler à la pointe,Hygiène,Cosmétiques,False,2.81,1.09,18.01,8.75,0.5139,0.1,2019-07-29,2028-08-18,False,SUPP_8246bf02,Inde,0.1,0.5141588006662965,9.260000000000002,3308.0,0,0
BADID,Le pouvoir de rouler de manière sûre,Électronique,Smartphones,True,6.04,3.97,24.775,247.68,0.3413,4.63,2016-11-15,,False,SUPP_04f10023,Chine,8.79,,-222.905,,1,1
PROD_cd92cb80,La possibilité d'avancer plus rapidement,Alimentation,Produits laitiers,False,5.22,2.71,13.3,10.77,0.1901,2.48,2018-07-05,2023-05-30,False,SUPP_2bad35a4,Portugal,3.9,0.19022556390977452,2.530000000000001,1790.0,0,0
PROD_d7293f6d,L'assurance de louer plus facilement,Vêtements,Femme,False,16.0,0.54,27.72,15.24,0.4503,2.94,2023-09-09,2030-12-31,False,SUPP_88f0ec12,Inde,3.49,0.4502164502164502,12.479999999999999,2670.0,0,0
PROD_07089b4c,La liberté de louer à sa source,Alimentation,Fruits & Légumes,False,0.46,1.47,6.79,5.57,0.1795,3.26,2025-11-25,2030-12-31,True,SUPP_b3b98bdb,États-Unis,5.39,0.17967599410898377,1.2199999999999998,1862.0,0,0
PROD_cc4d0add,Le confort d'innover naturellement,Maison,Mobilier,True,0.71,13.66,10.01,6.85,0.316,1.67,2015-03-05,2018-02-18,False,SUPP_25d7d561,France,4.41,0.3156843156843157,3.16,1081.0,0,0
PROD_d15bad00,Le pouvoir de changer de manière efficace,Vêtements,Homme,False,0.29,19.27,7.87,3.11,0.605,1.38,2022-09-12,2030-12-31,False,SUPP_c4eee24a,Espagne,3.19,0.6048284625158831,4.76,3032.0,0,0
PROD_d2795b4e,Le plaisir de louer à sa source,Vêtements,Homme,False,0.18,3.29,29.27,12.67,0.5673,0.1,2024-01-06,2029-08-11,False,SUPP_97d88f4b,Turquie,5.86,0.567133583874274,16.6,2044.0,0,1
PROD_d847d27b,L'assurance de rouler naturellement,Électronique,TV & Audio,False,0.3,1.83,20.92,10.32,0.5069,3.43,2024-08-13,2029-01-14,False,SUPP_9986224f,États-Unis,6.19,0.5066921606118547,10.600000000000001,1615.0,0,1
PROD_9ca96f98,La possibilité d'évoluer de manière efficace,Maison,Mobilier,False,1.27,0.93,42.92,27.14,0.3677,1.41,2018-10-06,2028-07-04,False,SUPP_489306c6,France,2.57,0.3676607642124884,15.780000000000001,3559.0,0,0
PROD_3feac862,Le pouvoir d'avancer de manière efficace,Alimentation,Boissons,True,5.34,4.32,2.89,2.25,0.2228,0.1,2022-08-15,2025-01-11,False,SUPP_9fef98d7,France,5.98,0.22145328719723187,0.6400000000000001,880.0,0,1
PROD_b93c3d8a,Le plaisir de concrétiser vos projets sans soucis,Maison,Décoration,False,0.64,3.5,84.52,54.72,0.3526,1.43,2019-09-03,2025-09-22,False,SUPP_865b0c9e,Allemagne,2.54,0.3525792711784193,29.799999999999997,2211.0,0,0
PROD_16c6ab81,Le droit d'atteindre vos buts naturellement,Maison,Jardin,False,2.69,3.72,408.33,189.26,0.5365,2.87,2022-07-29,2030-11-17,False,SUPP_c4af5f6d,Chine,3.53,0.5365023387946024,219.07,3033.0,0,0
PROD_5e98cf0a,Le pouvoir de changer avant-tout,Maison,Décoration,False,0.96,2.94,176.75,15.24,1.42,2.43,2024-11-07,2030-10-14,False,SUPP_UNKNOWN,Allemagne,1.8,,161.51,2167.0,0,0
